Molecule ChEMBL ID,Molecule Name,Molecule Max Phase,Molecular Weight,#RO5 Violations,AlogP,Compound Key,Smiles,Standard Type,Standard Relation,Standard Value,Standard Units,pChEMBL Value,Data Validity Comment,Comment,Uo Units,Ligand Efficiency BEI,Ligand Efficiency LE,Ligand Efficiency LLE,Ligand Efficiency SEI,Potential Duplicate,Assay ChEMBL ID,Assay Description,Assay Type,BAO Format ID,BAO Label,Assay Organism,Assay Tissue ChEMBL ID,Assay Tissue Name,Assay Cell Type,Assay Subcellular Fraction,Assay Parameters,Assay Variant Accession,Assay Variant Mutation,Target ChEMBL ID,Target Name,Target Organism,Target Type,Document ChEMBL ID,Source ID,Source Description,Document Journal,Document Year,Cell ChEMBL ID,Properties
CHEMBL4591079,,0,470.88,0,3.73,44,Cc1cc(C(=O)NCCC(=O)O)sc1S(=O)(=O)Nc1cc(C(F)(F)F)ccc1Cl,IC50,'=',3500,nM,5.46,,,UO_0000065,11.59,0.26,1.73,4.85,FALSE,CHEMBL4390349,Inhibition of FITSI-labelled BID binding to human MCl-1 (171 to 327 residues) expressed in Escherichia coli BL21 (DE3) by fluorescence polarization assay,B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL4361,Induced myeloid leukemia cell differentiation protein Mcl-1,Homo sapiens,SINGLE PROTEIN,CHEMBL4387763,1,Scientific Literature,Bioorg Med Chem Lett,2019,None,
CHEMBL4560142,,0,363.79,0,4.78,25,Cc1ccc(S(=O)(=O)Nc2cc(C(F)(F)F)ccc2Cl)c(C)c1,IC50,'=',12000,nM,4.92,,,UO_0000065,13.53,0.29,0.14,10.66,FALSE,CHEMBL4390349,Inhibition of FITSI-labelled BID binding to human MCl-1 (171 to 327 residues) expressed in Escherichia coli BL21 (DE3) by fluorescence polarization assay,B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL4361,Induced myeloid leukemia cell differentiation protein Mcl-1,Homo sapiens,SINGLE PROTEIN,CHEMBL4387763,1,Scientific Literature,Bioorg Med Chem Lett,2019,None,
CHEMBL4547731,,0,339.73,0,2.89,23,Cn1ccnc1S(=O)(=O)Nc1cc(C(F)(F)F)ccc1Cl,IC50,'=',17000,nM,4.77,,,UO_0000065,14.04,0.31,1.88,7.45,FALSE,CHEMBL4390349,Inhibition of FITSI-labelled BID binding to human MCl-1 (171 to 327 residues) expressed in Escherichia coli BL21 (DE3) by fluorescence polarization assay,B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL4361,Induced myeloid leukemia cell differentiation protein Mcl-1,Homo sapiens,SINGLE PROTEIN,CHEMBL4387763,1,Scientific Literature,Bioorg Med Chem Lett,2019,None,
CHEMBL4442756,,0,413.83,0,4.32,20,COC(=O)c1cc(C)c(S(=O)(=O)Nc2cc(C(F)(F)F)ccc2Cl)s1,IC50,'=',1900,nM,5.72,,,UO_0000065,13.83,0.31,1.4,7.89,FALSE,CHEMBL4390349,Inhibition of FITSI-labelled BID binding to human MCl-1 (171 to 327 residues) expressed in Escherichia coli BL21 (DE3) by fluorescence polarization assay,B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL4361,Induced myeloid leukemia cell differentiation protein Mcl-1,Homo sapiens,SINGLE PROTEIN,CHEMBL4387763,1,Scientific Literature,Bioorg Med Chem Lett,2019,None,
CHEMBL4539115,,0,292.15,0,2.52,9,O=S(=O)(Nc1ccn[nH]1)c1cc(Cl)ccc1Cl,IC50,'>',25000,nM,,,,UO_0000065,,,,,FALSE,CHEMBL4390349,Inhibition of FITSI-labelled BID binding to human MCl-1 (171 to 327 residues) expressed in Escherichia coli BL21 (DE3) by fluorescence polarization assay,B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL4361,Induced myeloid leukemia cell differentiation protein Mcl-1,Homo sapiens,SINGLE PROTEIN,CHEMBL4387763,1,Scientific Literature,Bioorg Med Chem Lett,2019,None,
CHEMBL4218955,,0,409.51,0,4.72,10c,CC(C)(C)c1ccc(/C=C2\SC(=O)N([C@@H](Cc3ccccc3)C(=O)O)C2=O)cc1,Ki,'=',845,nM,6.07,,,UO_0000065,14.83,0.29,1.35,8.13,FALSE,CHEMBL4184602,Inhibition of FITC-labeled Bak-BH3 peptide binding to MCL1 (172 to 371 residues) (unknown origin) by fluorescence polarization competition assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL4361,Induced myeloid leukemia cell differentiation protein Mcl-1,Homo sapiens,SINGLE PROTEIN,CHEMBL4184084,1,Scientific Literature,Bioorg Med Chem Lett,2018,None,
CHEMBL4210219,,0,398.28,0,3.98,3,CC(C)C[C@@H](C(=O)O)N1C(=O)S/C(=C\c2ccc(Br)cc2)C1=O,Ki,'=',8780,nM,5.06,,,UO_0000065,12.7,0.3,1.08,6.77,FALSE,CHEMBL4184602,Inhibition of FITC-labeled Bak-BH3 peptide binding to MCL1 (172 to 371 residues) (unknown origin) by fluorescence polarization competition assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL4361,Induced myeloid leukemia cell differentiation protein Mcl-1,Homo sapiens,SINGLE PROTEIN,CHEMBL4184084,1,Scientific Literature,Bioorg Med Chem Lett,2018,None,
CHEMBL3735919,,0,783.14,2,6.76,23,CC(C)(C)OC(=O)N1C[C@@H](Oc2ccc(-c3ccccc3)cc2)C[C@H]1C(=O)N[C@@H](Cc1ccc(Br)cc1)C(=O)NS(=O)(=O)c1ccc(Cl)cc1,Ki,'=',740,nM,6.13,,,UO_0000065,7.83,0.17,-0.63,4.68,FALSE,CHEMBL3736962,Competitive binding affinity to Mcl-1 (unknown origin) using 5-FAM-Bid-BH3 peptide preincubated for 30 mins before 5-FAM-Bid-BH3 peptide addition and measured 20 mins after 5-FAM-Bid-BH3 peptide addition by fluorescence polarization assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL4361,Induced myeloid leukemia cell differentiation protein Mcl-1,Homo sapiens,SINGLE PROTEIN,CHEMBL3734725,1,Scientific Literature,Bioorg. Med. Chem.,2015,None,
CHEMBL4228199,,0,449.55,1,6.48,ILC-1-094,CC(C)Oc1ccc(-c2cc(C(=O)O)nc(-c3ccc(OC(C)C)cc3OC(C)C)c2)cc1,Ki,'=',19700,nM,4.71,,,UO_0000065,10.47,0.19,-1.77,6.04,FALSE,CHEMBL4224078,Displacement of TAMRA-Bak peptide from His6-MBP-tagged recombinant human MCl-1 (172 to 327 residues) expressed in HMS174 (DE3) cells by fluorescence polarization assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,None,None,,,,CHEMBL4361,Induced myeloid leukemia cell differentiation protein Mcl-1,Homo sapiens,SINGLE PROTEIN,CHEMBL4219250,1,Scientific Literature,Bioorg Med Chem Lett,2018,None,
CHEMBL3265294,,0,465.55,1,5.19,16,O=C(O)CSc1cc(NS(=O)(=O)c2ccc(-c3ccccc3)cc2)c2ccccc2c1O,Activity,,,,,,Active,,,,,,FALSE,CHEMBL3266885,Binding affinity to [15N]-labeled human MCL1 by HSQC NMR spectrometric analysis,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL4361,Induced myeloid leukemia cell differentiation protein Mcl-1,Homo sapiens,SINGLE PROTEIN,CHEMBL3259780,1,Scientific Literature,J. Med. Chem.,2014,None,
CHEMBL3265310,,0,467.37,0,3.69,33,NC(=O)CSc1cc(NS(=O)(=O)c2ccc(Br)cc2)c2ccccc2c1O,IC50,'=',3870,nM,5.41,,,UO_0000065,11.58,0.27,1.72,4.94,FALSE,CHEMBL3266887,Binding affinity to His-tagged MCL1 (171 to 327) (unknown origin) expressed in Escherichia coli BL21(DE3) assessed as inhibition of MCL1-N-terminal biotin-labeled BIM BH3 peptide interaction after 30 mins by surface plasmon resonance analysis,B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL4361,Induced myeloid leukemia cell differentiation protein Mcl-1,Homo sapiens,SINGLE PROTEIN,CHEMBL3259780,1,Scientific Literature,J. Med. Chem.,2014,None,
CHEMBL3265299,,0,481.55,1,5.32,21,O=C(O)CSc1cc(NS(=O)(=O)c2ccc(Oc3ccccc3)cc2)c2ccccc2c1O,Inhibition,,,%,,,Active,,,,,,FALSE,CHEMBL3266895,Inhibition of MCL1-biotin-labeled NOXA interaction in human 2LMP whole cell lysate at 100 uM by Western blotting analysis,B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL4361,Induced myeloid leukemia cell differentiation protein Mcl-1,Homo sapiens,SINGLE PROTEIN,CHEMBL3259780,1,Scientific Literature,J. Med. Chem.,2014,None,
CHEMBL3259874,,0,432.3,0,4.74,25,O=C(O)CSc1cc(NC(=O)c2ccc(Br)cc2)c2ccccc2c1O,Ki,'=',40180,nM,4.4,,,UO_0000065,10.17,0.23,-0.34,5.07,FALSE,CHEMBL3266886,Displacement of Flu-BID/FAM-BID from His-tagged MCL1 (171 to 327) (unknown origin) expressed in Escherichia coli BL21(DE3) after 3 hrs by fluorescence polarization assay,B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL4361,Induced myeloid leukemia cell differentiation protein Mcl-1,Homo sapiens,SINGLE PROTEIN,CHEMBL3259780,1,Scientific Literature,J. Med. Chem.,2014,None,
CHEMBL3265296,,0,465.55,1,5.19,18,O=C(O)CSc1cc(NS(=O)(=O)c2ccccc2-c2ccccc2)c2ccccc2c1O,IC50,'=',9900,nM,5,,,UO_0000065,10.75,0.21,-0.19,4.83,FALSE,CHEMBL3266887,Binding affinity to His-tagged MCL1 (171 to 327) (unknown origin) expressed in Escherichia coli BL21(DE3) assessed as inhibition of MCL1-N-terminal biotin-labeled BIM BH3 peptide interaction after 30 mins by surface plasmon resonance analysis,B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL4361,Induced myeloid leukemia cell differentiation protein Mcl-1,Homo sapiens,SINGLE PROTEIN,CHEMBL3259780,1,Scientific Literature,J. Med. Chem.,2014,None,
CHEMBL3265308,,0,466.42,1,6,31,CCCCSc1cc(NS(=O)(=O)c2ccc(Br)cc2)c2ccccc2c1O,IC50,'>',100000,nM,,,,UO_0000065,,,,,FALSE,CHEMBL3266887,Binding affinity to His-tagged MCL1 (171 to 327) (unknown origin) expressed in Escherichia coli BL21(DE3) assessed as inhibition of MCL1-N-terminal biotin-labeled BIM BH3 peptide interaction after 30 mins by surface plasmon resonance analysis,B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL4361,Induced myeloid leukemia cell differentiation protein Mcl-1,Homo sapiens,SINGLE PROTEIN,CHEMBL3259780,1,Scientific Literature,J. Med. Chem.,2014,None,
CHEMBL3260037,,0,481.39,0,3.99,42,COc1c(SCC(N)=O)cc(NS(=O)(=O)c2ccc(Br)cc2)c2ccccc12,IC50,'>',100000,nM,,,,UO_0000065,,,,,FALSE,CHEMBL3266887,Binding affinity to His-tagged MCL1 (171 to 327) (unknown origin) expressed in Escherichia coli BL21(DE3) assessed as inhibition of MCL1-N-terminal biotin-labeled BIM BH3 peptide interaction after 30 mins by surface plasmon resonance analysis,B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL4361,Induced myeloid leukemia cell differentiation protein Mcl-1,Homo sapiens,SINGLE PROTEIN,CHEMBL3259780,1,Scientific Literature,J. Med. Chem.,2014,None,
CHEMBL3265297,,0,500,1,5.84,19,O=C(O)CSc1cc(NS(=O)(=O)c2ccc(-c3ccc(Cl)cc3)cc2)c2ccccc2c1O,Inhibition,,,%,,,Active,,,,,,FALSE,CHEMBL3266895,Inhibition of MCL1-biotin-labeled NOXA interaction in human 2LMP whole cell lysate at 100 uM by Western blotting analysis,B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL4361,Induced myeloid leukemia cell differentiation protein Mcl-1,Homo sapiens,SINGLE PROTEIN,CHEMBL3259780,1,Scientific Literature,J. Med. Chem.,2014,None,
CHEMBL3260036,,0,496.4,0,4.68,41,COC(=O)CSc1cc(NS(=O)(=O)c2ccc(Br)cc2)c2ccccc2c1OC,Inhibition,,,%,,,Not Active,,,,,,FALSE,CHEMBL3267201,Inhibition of MCL1 (unknown origin) overexpressed in E-mu-myc transgenic mouse lymphoma cells assessed as induction of cell death after 15 to 18 hrs by flow cytometric analysis,B,BAO_0000219,cell-based format,Homo sapiens,None,None,lymphoma,None,,,,CHEMBL4361,Induced myeloid leukemia cell differentiation protein Mcl-1,Homo sapiens,SINGLE PROTEIN,CHEMBL3259780,1,Scientific Literature,J. Med. Chem.,2014,None,
CHEMBL4087084,,0,673.64,2,8.34,4,Cc1cc(OCCCc2c3n(c4c(-c5c(C)nn(C)c5C)c(Cl)ccc24)CCCN(Cc2ccc(C(=O)O)cc2)C3=O)cc(C)c1Cl,Ki,'=',3.8,nM,8.42,,,UO_0000065,12.5,0.24,0.08,9.4,FALSE,CHEMBL4385918,Inhibition of FITC-labeled Bim peptide binding to His6-tagged MBP-fused Mcl-1 (unknown origin) in presence of 1% fetal bovine serum by fluorescence polarization assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL4361,Induced myeloid leukemia cell differentiation protein Mcl-1,Homo sapiens,SINGLE PROTEIN,CHEMBL4385603,1,Scientific Literature,J Med Chem,2019,None,
CHEMBL4563223,,0,677.63,2,8.18,10,Cc1cc(OCCCc2c3n(c4c(-c5c(C)nn(C)c5C)c(Cl)ccc24)CC(C)CN(Cc2ccc(C(=O)O)o2)C3=O)cc(C)c1Cl,Ki,'=',81,nM,7.09,,,UO_0000065,10.47,0.21,-1.09,6.9,FALSE,CHEMBL4385918,Inhibition of FITC-labeled Bim peptide binding to His6-tagged MBP-fused Mcl-1 (unknown origin) in presence of 1% fetal bovine serum by fluorescence polarization assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL4361,Induced myeloid leukemia cell differentiation protein Mcl-1,Homo sapiens,SINGLE PROTEIN,CHEMBL4385603,1,Scientific Literature,J Med Chem,2019,None,
CHEMBL4469869,,0,712.68,2,9.01,42; VU0661013,Cc1cc(OCCCc2c3n(c4c(-c5c(C)nn(C)c5C)c(Cl)ccc24)[C@H](C)CN(c2cn(C)c4ccc(C(=O)O)cc24)C3=O)cc(C)c1Cl,Ki,'=',0.058,nM,10.24,,,UO_0000065,14.36,0.28,1.23,10.83,FALSE,CHEMBL4385919,Inhibition of FITC-labeled Bak peptide binding to MBP-fused Mcl-1 (unknown origin) measured after 3 hrs by TR-FRET assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL4361,Induced myeloid leukemia cell differentiation protein Mcl-1,Homo sapiens,SINGLE PROTEIN,CHEMBL4385603,1,Scientific Literature,J Med Chem,2019,None,
CHEMBL4459970,,0,659.61,2,7.95,17,Cc1cc(OCCCc2c3n(c4c(-c5c(C)nn(C)c5C)c(Cl)ccc24)CCN(Cc2ccc(C(=O)O)cc2)C3=O)cc(C)c1Cl,Ki,'=',7.2,nM,8.14,,,UO_0000065,12.34,0.24,0.19,9.09,FALSE,CHEMBL4385917,Inhibition of FITC-labeled Bim peptide binding to His6-tagged MBP-fused Mcl-1 (unknown origin) by fluorescence polarization assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL4361,Induced myeloid leukemia cell differentiation protein Mcl-1,Homo sapiens,SINGLE PROTEIN,CHEMBL4385603,1,Scientific Literature,J Med Chem,2019,None,
CHEMBL4515994,,0,673.64,2,8.34,28,Cc1cc(OCCCc2c3n(c4c(-c5c(C)nn(C)c5C)c(Cl)ccc24)C[C@@H](C)N(Cc2cccc(C(=O)O)c2)C3=O)cc(C)c1Cl,Ki,'=',2.1,nM,8.68,,,UO_0000065,12.88,0.25,0.34,9.69,FALSE,CHEMBL4385917,Inhibition of FITC-labeled Bim peptide binding to His6-tagged MBP-fused Mcl-1 (unknown origin) by fluorescence polarization assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL4361,Induced myeloid leukemia cell differentiation protein Mcl-1,Homo sapiens,SINGLE PROTEIN,CHEMBL4385603,1,Scientific Literature,J Med Chem,2019,None,
CHEMBL3417704,,0,850.05,3,6.05,A-1210477,Cc1nn(C)c(COc2ccc(N3CCN(S(=O)(=O)N(C)C)CC3)cc2)c1-c1cccc2c(CCCOc3cccc4ccccc34)c(C(=O)O)n(CCN3CCOCC3)c12,IC50,'=',12.5,nM,7.9,,,,9.3,0.18,1.85,5.86,FALSE,CHEMBL4729291,Inhibition of biotinylated Bim peptide (81 to 106 residues) binding to His-tagged Mcl-1 (171 to 327 residues) (unknown origin) expressed in Escherichia coli BL21 (DE3) cells preincubated for 1 hr followed by biotinylated Bim peptide addition measured after 2 hrs by ELISA,B,BAO_0000219,cell-based format,Homo sapiens,None,None,None,None,,,,CHEMBL4361,Induced myeloid leukemia cell differentiation protein Mcl-1,Homo sapiens,SINGLE PROTEIN,CHEMBL4725364,1,Scientific Literature,J Med Chem,2020,None,TIME = 3.0 hr
CHEMBL4778579,,0,385.47,1,6.45,8,c1ccc(-c2nccc3c4ccccc4n(Cc4ccc5ccccc5c4)c23)nc1,IC50,'=',8523.9,nM,5.07,,,,13.15,0.23,-1.38,16.51,FALSE,CHEMBL4729292,Inhibition of N-terminal biotin-labeled BIM BH3 peptide (141 to 166 residues) binding to His-tagged Mcl-1 (171 to 327 residues) (unknown origin) expressed in Escherichia coli BL21 (DE3) cells incubated for >=30 mins by fluorescence polarization,B,BAO_0000219,cell-based format,Homo sapiens,None,None,None,None,,,,CHEMBL4361,Induced myeloid leukemia cell differentiation protein Mcl-1,Homo sapiens,SINGLE PROTEIN,CHEMBL4725364,1,Scientific Literature,J Med Chem,2020,None,TIME: >=30
CHEMBL4794980,,0,379.46,1,5.47,10,c1ccc(COCCn2c3ccccc3c3ccnc(-c4ccccn4)c32)cc1,IC50,'>',10000,nM,,,,,,,,,FALSE,CHEMBL4729292,Inhibition of N-terminal biotin-labeled BIM BH3 peptide (141 to 166 residues) binding to His-tagged Mcl-1 (171 to 327 residues) (unknown origin) expressed in Escherichia coli BL21 (DE3) cells incubated for >=30 mins by fluorescence polarization,B,BAO_0000219,cell-based format,Homo sapiens,None,None,None,None,,,,CHEMBL4361,Induced myeloid leukemia cell differentiation protein Mcl-1,Homo sapiens,SINGLE PROTEIN,CHEMBL4725364,1,Scientific Literature,J Med Chem,2020,None,TIME: >=30
CHEMBL4086356,,0,712.68,2,8.83,1,Cc1cc(OCCCc2c3n(c4c(-c5c(C)nn(C)c5C)c(Cl)ccc24)CCCN(c2cc(C(=O)O)cc4c2ccn4C)C3=O)cc(C)c1Cl,Ki,'=',1.5,nM,8.82,,,UO_0000065,12.38,0.24,-0.01,9.34,FALSE,CHEMBL4034733,Inhibition of FITC-Bak-BH3 binding to recombinant MBP-fused MCL1 (172 to 318 residues) (unknown origin) in presence of BSA by TR-FRET assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL4361,Induced myeloid leukemia cell differentiation protein Mcl-1,Homo sapiens,SINGLE PROTEIN,CHEMBL4033646,1,Scientific Literature,Bioorg Med Chem,2017,None,
CHEMBL4064457,,0,553.1,2,5.94,4,Cc1cc(OCCCc2c(C(=O)O)[nH]c3c(-c4c(COCCN(C)C)nn(C)c4C)cccc23)cc(C)c1Cl,Ki,'=',20,nM,7.7,,,UO_0000065,13.92,0.27,1.76,8.31,FALSE,CHEMBL4034731,Inhibition of FITC-Bak-BH3 binding to recombinant MBP-fused MCL1 (172 to 318 residues) (unknown origin) by TR-FRET assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL4361,Induced myeloid leukemia cell differentiation protein Mcl-1,Homo sapiens,SINGLE PROTEIN,CHEMBL4033646,1,Scientific Literature,Bioorg Med Chem,2017,None,
CHEMBL1760184,,0,412.47,1,5.96,1f,S=C(Nc1ccccc1)Nc1ccc2nc(-c3ccco3)c(-c3ccco3)nc2c1,Inhibition,,,%,,,Not Active,,,,,,FALSE,CHEMBL2014668,Inhibition of Mcl-1 in doxycyclin-stimulated human HeLa cells overexpressing Bad3SA assessed as increase in caspase3/7 activity at 10 uM after 6 hrs by luminescence analysis,B,BAO_0000219,cell-based format,Homo sapiens,None,None,HeLa,None,,,,CHEMBL4361,Induced myeloid leukemia cell differentiation protein Mcl-1,Homo sapiens,SINGLE PROTEIN,CHEMBL2010640,1,Scientific Literature,Bioorg. Med. Chem.,2012,CHEMBL3308376,
CHEMBL1557710,,0,374.4,0,4.78,1k,O=C(Nc1ccc2nc(-c3ccco3)c(-c3ccco3)nc2c1)N1CCCC1,Inhibition,,,%,,,Active,,,,,,FALSE,CHEMBL2014670,Inhibition of Mcl-1 in human HeLa cells overexpressing Bad3SA assessed as increase in caspase3/7 activity at 10 uM after 6 hrs by luminescence analysis,B,BAO_0000219,cell-based format,Homo sapiens,None,None,HeLa,None,,,,CHEMBL4361,Induced myeloid leukemia cell differentiation protein Mcl-1,Homo sapiens,SINGLE PROTEIN,CHEMBL2010640,1,Scientific Literature,Bioorg. Med. Chem.,2012,CHEMBL3308376,
CHEMBL1760195,,0,475.3,1,6.56,1h,O=C(Nc1ccc(Br)cc1)Nc1ccc2nc(-c3ccco3)c(-c3ccco3)nc2c1,Activity,,,,,,Not Active,,,,,,FALSE,CHEMBL2014673,Induction of Mcl-1-mediated apoptosis in doxycyclin-stimulated human HeLa cells expressing GFP at 10 uM after 12 hrs by Hoechst staining,B,BAO_0000219,cell-based format,Homo sapiens,None,None,HeLa,None,,,,CHEMBL4361,Induced myeloid leukemia cell differentiation protein Mcl-1,Homo sapiens,SINGLE PROTEIN,CHEMBL2010640,1,Scientific Literature,Bioorg. Med. Chem.,2012,CHEMBL3308376,
CHEMBL3899305,,0,934.26,2,8.25,36,CC(C)(C)OC(=O)N1C[C@@H](Oc2ccc(-c3ccccc3)cc2)C[C@H]1C(=O)N[C@@H](Cc1ccc(OCc2ccc(Br)cc2)cc1)C(=O)NS(=O)(=O)c1ccc(Cl)c([N+](=O)[O-])c1,Ki,'=',320,nM,6.5,,,UO_0000065,6.95,0.15,-1.76,3.54,FALSE,CHEMBL3871748,Inhibition of 5-FAM-QEDIIRNIARHLAQVGDSMDRSIPPG binding to Mcl-1 (unknown origin) preincubated for 30 mins followed by FAM-labeled peptide addition measured after 20 mins by fluorescence polarization assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL4361,Induced myeloid leukemia cell differentiation protein Mcl-1,Homo sapiens,SINGLE PROTEIN,CHEMBL3871281,1,Scientific Literature,Bioorg Med Chem,2017,None,
CHEMBL3917309,,0,855.37,2,7.48,32,CC(C)(C)OC(=O)N1C[C@@H](Oc2ccc(-c3ccccc3)cc2)C[C@H]1C(=O)N[C@@H](Cc1ccc(OCc2ccccc2)cc1)C(=O)NS(=O)(=O)c1ccc(Cl)c([N+](=O)[O-])c1,Ki,'=',780,nM,6.11,,,UO_0000065,7.14,0.14,-1.37,3.33,FALSE,CHEMBL3871748,Inhibition of 5-FAM-QEDIIRNIARHLAQVGDSMDRSIPPG binding to Mcl-1 (unknown origin) preincubated for 30 mins followed by FAM-labeled peptide addition measured after 20 mins by fluorescence polarization assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL4361,Induced myeloid leukemia cell differentiation protein Mcl-1,Homo sapiens,SINGLE PROTEIN,CHEMBL3871281,1,Scientific Literature,Bioorg Med Chem,2017,None,
CHEMBL3736460,,0,862.58,2,7.32,11,CC(C)(C)OC(=O)N1C[C@@H](Oc2ccc(-c3ccc(Cl)cc3)cc2)C[C@H]1C(=O)N[C@@H](Cc1ccc(Br)cc1)C(=O)NS(=O)(=O)c1ccc(Cl)c([N+](=O)[O-])c1,Ki,'=',580,nM,6.24,,,UO_0000065,7.23,0.16,-1.08,3.58,FALSE,CHEMBL3871748,Inhibition of 5-FAM-QEDIIRNIARHLAQVGDSMDRSIPPG binding to Mcl-1 (unknown origin) preincubated for 30 mins followed by FAM-labeled peptide addition measured after 20 mins by fluorescence polarization assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL4361,Induced myeloid leukemia cell differentiation protein Mcl-1,Homo sapiens,SINGLE PROTEIN,CHEMBL3871281,1,Scientific Literature,Bioorg Med Chem,2017,None,
CHEMBL3919776,,0,883.85,2,8.52,24,CCCCCCOc1ccc(C[C@H](NC(=O)[C@@H]2C[C@H](Oc3ccc(-c4ccc(Cl)cc4)cc3)CN2C(=O)OC(C)(C)C)C(=O)NS(=O)(=O)c2ccc(Cl)c([N+](=O)[O-])c2)cc1,Ki,'=',430,nM,6.37,,,UO_0000065,7.2,0.14,-2.15,3.47,FALSE,CHEMBL3871748,Inhibition of 5-FAM-QEDIIRNIARHLAQVGDSMDRSIPPG binding to Mcl-1 (unknown origin) preincubated for 30 mins followed by FAM-labeled peptide addition measured after 20 mins by fluorescence polarization assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL4361,Induced myeloid leukemia cell differentiation protein Mcl-1,Homo sapiens,SINGLE PROTEIN,CHEMBL3871281,1,Scientific Literature,Bioorg Med Chem,2017,None,
CHEMBL3927686,,0,839.37,2,7.88,42,Cc1ccc(-c2ccc(O[C@H]3C[C@@H](C(=O)N[C@@H](Cc4ccc(-c5ccccc5)cc4)C(=O)NS(=O)(=O)c4ccc(Cl)c([N+](=O)[O-])c4)N(C(=O)OC(C)(C)C)C3)cc2)cc1,Ki,'=',770,nM,6.11,,,UO_0000065,7.28,0.14,-1.77,3.51,FALSE,CHEMBL3871748,Inhibition of 5-FAM-QEDIIRNIARHLAQVGDSMDRSIPPG binding to Mcl-1 (unknown origin) preincubated for 30 mins followed by FAM-labeled peptide addition measured after 20 mins by fluorescence polarization assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL4361,Induced myeloid leukemia cell differentiation protein Mcl-1,Homo sapiens,SINGLE PROTEIN,CHEMBL3871281,1,Scientific Literature,Bioorg Med Chem,2017,None,
CHEMBL443684,NAVITOCLAX,3,974.63,3,8.83,ABT-263,CC1(C)CCC(c2ccc(Cl)cc2)=C(CN2CCN(c3ccc(C(=O)NS(=O)(=O)c4ccc(N[C@H](CCN5CCOCC5)CSc5ccccc5)c(S(=O)(=O)C(F)(F)F)c4)cc3)CC2)C1,IC50,'>',10000,nM,,,,UO_0000065,,,,,FALSE,CHEMBL4409527,Inhibition of recombinant human C-terminal 6xHis-tagged Mcl-1 (E171 ti G327) expressed in Escherichia coli using biotin-labeled BIM peptide as substrate incubated for 120 to 180 mins by TR-FRET assay,B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL4361,Induced myeloid leukemia cell differentiation protein Mcl-1,Homo sapiens,SINGLE PROTEIN,CHEMBL4406861,1,Scientific Literature,Bioorg Med Chem Lett,2019,None,
CHEMBL4445863,,0,378.45,0,4.93,7b,CCc1sc2ncnc(O[C@H](C)C(=O)O)c2c1-c1ccc2ccccc2c1,Ki,'=',6000,nM,5.22,,,UO_0000065,13.8,0.26,0.29,7.22,FALSE,CHEMBL4375084,Displacement of N-terminal fluorescein labelled Puma-BH3 peptide from TEV-fused His-tagged human Mcl-1 expressed in Escherichia coliBL21(DE3) pLysS cells after 2 hrs by fluorescence polarization assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,None,None,,,,CHEMBL4361,Induced myeloid leukemia cell differentiation protein Mcl-1,Homo sapiens,SINGLE PROTEIN,CHEMBL4373699,1,Scientific Literature,J Med Chem,2019,None,
